n = 2020
1645)	907	1449
1646)	301	845
1647)	312	1440
1648)	1005	1041
1649)	2018	279
1650)	62	1468
1651)	1582	1506
1652)	305	17
1653)	934	464
1654)	1305	784
1655)	96	58
1656)	987	982
1657)	1118	1404
1658)	1601	388
1659)	163	1048
1660)	1642	973
1661)	1971	1292
1662)	992	354
1663)	278	1730
1664)	948	1047
1665)	2000	125
1666)	257	1748
1667)	72	245
1668)	689	56
1669)	1036	948
1670)	987	1046
1671)	1020	996
1672)	343	641
1673)	1824	1628
1674)	1372	314
1675)	230	402
1676)	1526	1750
1677)	1010	1000
1678)	228	1521
1679)	1591	1315
1680)	302	615
1681)	320	281
1682)	1559	1208
1683)	1042	1003
1684)	1037	1018
1685)	1045	1012
1686)	1716	611
1687)	835	1105
1688)	1003	998
1689)	743	465
1690)	987	1017
1691)	1894	53
1692)	1820	1453
1693)	1038	1009
1694)	1042	1004
1695)	1908	1731
1696)	1462	1172
1697)	1033	1024
1698)	214	1146
1699)	1025	1037
1700)	137	1119
1701)	1053	1011
1702)	1210	1961
1703)	479	343
1704)	1860	1744
1705)	1507	119
1706)	506	1050
1707)	995	1031
1708)	115	84
1709)	1140	622
1710)	303	1966
1711)	1256	900
1712)	731	723
1713)	242	1398
1714)	1158	1298
1715)	331	1635
1716)	1010	995
1717)	1068	569
1718)	208	1718
1719)	1011	993
1720)	294	1909
1721)	1802	1168
1722)	1736	588
1723)	1699	1276
1724)	81	478
1725)	1009	1866
1726)	774	1421
1727)	1004	1029
1728)	97	1428
1729)	1232	1479
1730)	981	1024
1731)	484	1550
1732)	998	998
1733)	757	1003
1734)	977	347
1735)	870	1472
1736)	1970	487
1737)	1661	102
1738)	966	1015
1739)	1858	1797
1740)	982	1014
1741)	1037	1020
1742)	224	1399
1743)	995	1013
1744)	195	1423
1745)	1622	1628
1746)	960	1013
1747)	223	276
1748)	1567	568
1749)	116	205
1750)	1258	1676
1751)	904	1317
1752)	634	2018
1753)	581	1493
1754)	29	696
1755)	630	1994
1756)	1018	1920
1757)	1022	1026
1758)	790	676
1759)	1011	977
1760)	978	964
1761)	1040	1013
1762)	1011	190
1763)	982	1003
1764)	1019	1040
1765)	1127	1003
1766)	1595	511
1767)	984	1044
1768)	1159	2
1769)	352	1168
1770)	1424	1126
1771)	587	469
1772)	999	1022
1773)	827	1647
1774)	1834	1028
1775)	1003	1030
1776)	1919	298
1777)	1019	1029
1778)	914	972
1779)	1993	1632
1780)	1026	1021
1781)	1041	1299
1782)	1495	551
1783)	1540	1943
1784)	193	225
1785)	1360	1178
1786)	1012	1009
1787)	1575	934
1788)	855	956
1789)	1103	1162
1790)	422	960
1791)	1084	248
1792)	1686	1534
1793)	743	1927
1794)	318	964
1795)	882	1121
1796)	1272	813
1797)	141	927
1798)	991	1006
1799)	996	1536
1800)	964	1570
1801)	29	609
1802)	1011	1022
1803)	1403	1591
1804)	446	1349
1805)	1285	875
1806)	1832	1088
1807)	1026	1031
1808)	49	248
1809)	1014	1036
1810)	1004	996
1811)	1031	624
1812)	1583	1218
1813)	985	1042
1814)	1439	1808
1815)	1569	554
1816)	1421	813
1817)	979	985
1818)	1053	1043
1819)	987	991
1820)	1004	1024
1821)	989	999
1822)	1044	967
1823)	246	1997
1824)	618	1957
1825)	1352	1220
1826)	1013	992
1827)	1934	1626
1828)	1010	978
1829)	109	1847
1830)	834	515
1831)	514	2003
1832)	795	732
1833)	105	2003
1834)	308	1868
1835)	899	1230
1836)	1275	1431
1837)	1273	1015
1838)	984	1015
1839)	986	940
1840)	466	1921
1841)	43	1084
1842)	634	1913
1843)	1812	964
1844)	440	949
1845)	2018	404
1846)	335	1493
1847)	456	578
1848)	1916	1990
1849)	831	2019
1850)	1022	1035
1851)	176	867
1852)	1015	986
1853)	588	928
1854)	1053	1835
1855)	1008	1009
1856)	994	1015
1857)	988	900
1858)	620	987
1859)	1103	1081
1860)	1583	1138
1861)	1438	730
1862)	977	974
1863)	1241	1705
1864)	993	1044
1865)	989	1778
1866)	1457	139
1867)	16	1284
1868)	987	984
1869)	176	775
1870)	1192	1726
1871)	1001	1014
1872)	1833	995
1873)	1658	315
1874)	1939	1873
1875)	543	1732
1876)	1746	1100
1877)	1648	66
1878)	322	172
1879)	1442	1327
1880)	435	1604
1881)	1337	952
1882)	1142	432
1883)	215	1900
1884)	33	471
1885)	1053	992
1886)	1031	1005
1887)	531	1048
1888)	919	909
1889)	297	308
1890)	1026	1001
1891)	1930	654
1892)	1390	1693
1893)	1501	1737
1894)	930	782
1895)	1040	1046
1896)	1007	1027
1897)	876	1254
1898)	1973	1308
1899)	1005	985
1900)	1007	1032
1901)	1006	1050
1902)	1469	1568
1903)	1741	1320
1904)	1016	1019
1905)	1016	1006
1906)	1267	151
1907)	1000	1003
1908)	918	208
1909)	1671	1436
1910)	1137	669
1911)	1493	1863
1912)	1904	624
1913)	1979	1434
1914)	1442	1938
1915)	1127	1610
1916)	566	188
1917)	207	247
1918)	1720	73
1919)	53	601
1920)	614	1827
1921)	48	655
1922)	1060	976
1923)	1683	789
1924)	1575	1789
1925)	982	1068
1926)	1021	987
1927)	950	1933
1928)	994	1029
1929)	137	1958
1930)	992	1003
1931)	1010	1012
1932)	642	517
1933)	1235	147
1934)	1048	1870
1935)	258	967
1936)	1119	642
1937)	21	593
1938)	984	1007
1939)	1025	148
1940)	983	1008
1941)	333	2
1942)	989	1005
1943)	1037	1016
1944)	1214	329
1945)	979	1010
1946)	973	1028
1947)	1745	1206
1948)	969	1015
1949)	1026	1029
1950)	980	994
1951)	953	1023
1952)	482	377
1953)	1030	988
1954)	1264	582
1955)	1023	820
1956)	868	17
1957)	980	1017
1958)	556	546
1959)	1521	665
1960)	1017	1025
1961)	1004	1026
1962)	1825	1123
1963)	918	1667
1964)	707	332
1965)	1884	390
1966)	1844	721
1967)	1046	999
1968)	819	1619
1969)	746	1484
1970)	1028	1009
1971)	1215	1769
1972)	1055	1006
1973)	1861	1623
1974)	1837	1936
1975)	1323	1319
1976)	141	2001
1977)	1020	1009
1978)	1527	695
1979)	2000	1280
1980)	984	1655
1981)	981	1009
1982)	1098	1673
1983)	1234	1724
1984)	247	933
1985)	1018	1004
1986)	1081	1003
1987)	1917	1102
1988)	717	1044
1989)	1014	1006
1990)	1017	991
1991)	1854	1716
1992)	243	1418
1993)	1040	1052
1994)	673	1452
1995)	1130	601
1996)	1673	1939
1997)	581	323
1998)	1874	273
1999)	987	1021
2000)	156	1235
2001)	972	1013
2002)	1040	1020
2003)	1762	967
2004)	1006	970
2005)	1194	60
2006)	1757	40
2007)	321	1714
2008)	1045	979
2009)	342	903
2010)	1433	1638
2011)	1811	1498
2012)	1781	1840
2013)	1394	1650
2014)	1151	237
2015)	1255	13
2016)	1104	1454
2017)	1002	1014
2018)	1543	1731
2019)	762	1736
2020)	1230	426
